id,indicator_code,spatial_dim_type,spatial_dim,time_dim_type,parent_location_code,parent_location,time_dim,numeric_value,low,high,date,time_dimension_value,time_dimension_begin,time_dimension_end
6835217,MDG_0000000026,COUNTRY,IDN,YEAR,SEAR,South-East Asia,2008,250.9030307,198.9957369,321.4291775,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
6835413,MDG_0000000026,COUNTRY,PHL,YEAR,WPR,Western Pacific,2014,105.5677579,89.04968103,128.3317123,2025-04-10 15:44:11.957000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
6836367,MDG_0000000026,COUNTRY,AUS,YEAR,WPR,Western Pacific,1999,7.095946138,6.33499475,7.917333273,2025-04-07 06:46:44.380000+02:00,1999,1999-01-01 00:00:00+01:00,1999-12-31 00:00:00+01:00
6837861,MDG_0000000026,COUNTRY,NOR,YEAR,EUR,Europe,1999,5.412321187,4.361856138,6.666574014,2025-04-07 06:46:44.380000+02:00,1999,1999-01-01 00:00:00+01:00,1999-12-31 00:00:00+01:00
6838270,MDG_0000000026,COUNTRY,DNK,YEAR,EUR,Europe,2020,4.083590685,2.995345298,5.064281386,2025-04-07 06:46:44.380000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
6838386,MDG_0000000026,COUNTRY,GAB,YEAR,AFR,Africa,2013,234.6347839,161.3972191,337.9614825,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
6839808,MDG_0000000026,COUNTRY,KEN,YEAR,AFR,Africa,1985,636.2430229,461.8107321,892.3591988,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
6840581,MDG_0000000026,COUNTRY,MCO,YEAR,EUR,Europe,2013,5.309989292,2.521631532,10.98267384,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
6841613,MDG_0000000026,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,2012,35.57409225,31.2321689,40.42786638,2025-04-10 15:44:11.957000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
6841855,MDG_0000000026,COUNTRY,JPN,YEAR,WPR,Western Pacific,1986,17.79251507,14.6325057,21.98049618,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
6842040,MDG_0000000026,COUNTRY,RUS,YEAR,EUR,Europe,1996,69.15966837,58.69488557,82.85046913,2025-04-10 15:44:11.957000+02:00,1996,1996-01-01 00:00:00+01:00,1996-12-31 00:00:00+01:00
6843459,MDG_0000000026,COUNTRY,TKM,YEAR,EUR,Europe,1997,40.01916416,33.13924807,48.8938387,2025-04-10 15:44:11.957000+02:00,1997,1997-01-01 00:00:00+01:00,1997-12-31 00:00:00+01:00
6844181,MDG_0000000026,COUNTRY,PRI,YEAR,AMR,Americas,2006,18.82478163,15.55795714,22.939,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
6845213,MDG_0000000026,COUNTRY,CRI,YEAR,AMR,Americas,2014,26.57138846,24.24866645,29.1338179,2025-04-10 15:44:11.957000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
6845439,MDG_0000000026,COUNTRY,DMA,YEAR,AMR,Americas,2016,47.78683611,31.16925805,75.00562111,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
6847868,MDG_0000000026,COUNTRY,FJI,YEAR,WPR,Western Pacific,2000,47.04705647,38.43157733,56.84431072,2025-04-10 15:44:11.957000+02:00,2000,2000-01-01 00:00:00+01:00,2000-12-31 00:00:00+01:00
6848262,MDG_0000000026,COUNTRY,WSM,YEAR,WPR,Western Pacific,1993,117.1480216,68.81125625,199.2240735,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
6850190,MDG_0000000026,COUNTRY,SVK,YEAR,EUR,Europe,1992,15.00318478,11.2477957,20.11788007,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
6853107,MDG_0000000026,COUNTRY,MDG,YEAR,AFR,Africa,2005,540.2430274,436.4108054,657.5945548,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
6854325,MDG_0000000026,COUNTRY,GMB,YEAR,AFR,Africa,2023,354.3525621,244.8752981,504.3911553,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
6854393,MDG_0000000026,COUNTRY,SLV,YEAR,AMR,Americas,2009,34.55275156,29.80112784,39.88190009,2025-04-10 15:44:11.957000+02:00,2009,2009-01-01 00:00:00+01:00,2009-12-31 00:00:00+01:00
6854791,MDG_0000000026,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,2007,444.8902726,324.0054552,620.8080777,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
6854841,MDG_0000000026,COUNTRY,FIN,YEAR,EUR,Europe,2017,7.848321758,5.64891801,10.98970707,2025-04-07 06:46:44.380000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
6856170,MDG_0000000026,COUNTRY,LBR,YEAR,AFR,Africa,2006,646.6887506,529.2914699,799.5043174,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
6857300,MDG_0000000026,COUNTRY,BRA,YEAR,AMR,Americas,1986,175.6490032,113.5390449,241.6998503,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
6858448,MDG_0000000026,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,1989,438.6241402,299.517274,631.3531608,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
6858695,MDG_0000000026,COUNTRY,BGR,YEAR,EUR,Europe,2006,11.57520791,9.302178974,14.31805409,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
6859977,MDG_0000000026,COUNTRY,LAO,YEAR,WPR,Western Pacific,1997,660.2498857,491.0866937,893.091678,2025-04-10 15:44:11.957000+02:00,1997,1997-01-01 00:00:00+01:00,1997-12-31 00:00:00+01:00
6860335,MDG_0000000026,COUNTRY,ZAF,YEAR,AFR,Africa,1990,169.6912251,138.5553841,219.0645108,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
6862523,MDG_0000000026,COUNTRY,TGO,YEAR,AFR,Africa,1998,569.9832105,436.8568535,745.2825369,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
6863358,MDG_0000000026,COUNTRY,SVK,YEAR,EUR,Europe,2010,5.159208811,3.795300756,6.805876942,2025-04-07 06:46:44.380000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
6863971,MDG_0000000026,COUNTRY,TTO,YEAR,AMR,Americas,1991,82.19806704,71.04560548,97.05659729,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
6867516,MDG_0000000026,COUNTRY,AUT,YEAR,EUR,Europe,2023,6.104359857,3.983654674,10.95864508,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
6868702,MDG_0000000026,COUNTRY,BTN,YEAR,SEAR,South-East Asia,1997,415.474085,305.6791278,550.3624698,2025-04-10 15:44:11.957000+02:00,1997,1997-01-01 00:00:00+01:00,1997-12-31 00:00:00+01:00
6869994,MDG_0000000026,COUNTRY,MRT,YEAR,AFR,Africa,2022,385.1428214,273.5528315,560.8119541,2025-04-10 15:44:11.957000+02:00,2022,2022-01-01 00:00:00+01:00,2022-12-31 00:00:00+01:00
6870101,MDG_0000000026,COUNTRY,PER,YEAR,AMR,Americas,1988,189.7110143,127.3108441,293.9165011,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
6871893,MDG_0000000026,COUNTRY,KHM,YEAR,WPR,Western Pacific,2021,188.8152528,135.1774419,301.9180964,2025-04-10 15:44:11.957000+02:00,2021,2021-01-01 00:00:00+01:00,2021-12-31 00:00:00+01:00
6872748,MDG_0000000026,COUNTRY,KOR,YEAR,WPR,Western Pacific,2003,13.12289656,12.22223143,14.15679426,2025-04-10 15:44:11.957000+02:00,2003,2003-01-01 00:00:00+01:00,2003-12-31 00:00:00+01:00
6873354,MDG_0000000026,COUNTRY,ZAF,YEAR,AFR,Africa,1998,152.4375707,134.8146723,175.1568549,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
6879401,MDG_0000000026,COUNTRY,MDG,YEAR,AFR,Africa,2018,465.6945292,360.0236492,614.759369,2025-04-10 15:44:11.957000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
6880437,MDG_0000000026,COUNTRY,FSM,YEAR,WPR,Western Pacific,1987,224.4452813,134.1102161,376.9810716,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
6883693,MDG_0000000026,COUNTRY,THA,YEAR,SEAR,South-East Asia,2020,36.23927447,28.30935592,47.2648493,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
6884213,MDG_0000000026,COUNTRY,LSO,YEAR,AFR,Africa,1990,665.136254,479.5865134,911.675924,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
6887291,MDG_0000000026,COUNTRY,MYS,YEAR,WPR,Western Pacific,2012,28.74949285,26.80242794,32.38492225,2025-04-10 15:44:11.957000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
6888143,MDG_0000000026,COUNTRY,BLZ,YEAR,AMR,Americas,2010,40.8892212,33.65750498,49.49461524,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
6888791,MDG_0000000026,COUNTRY,AUT,YEAR,EUR,Europe,2010,6.10540285,4.902224679,7.686632659,2025-04-07 06:46:44.380000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
6891151,MDG_0000000026,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,1995,1209.504954,722.9670317,1905.070127,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
6893798,MDG_0000000026,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,2006,485.4225151,353.746845,671.8368086,2025-04-10 15:44:11.957000+02:00,2006,2006-01-01 00:00:00+01:00,2006-12-31 00:00:00+01:00
6893932,MDG_0000000026,COUNTRY,TGO,YEAR,AFR,Africa,1990,656.7880775,503.2563402,874.2726627,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
6894595,MDG_0000000026,COUNTRY,KIR,YEAR,WPR,Western Pacific,2015,90.3856593,40.6117131,161.4976165,2025-04-10 15:44:11.957000+02:00,2015,2015-01-01 00:00:00+01:00,2015-12-31 00:00:00+01:00
6894991,MDG_0000000026,COUNTRY,HUN,YEAR,EUR,Europe,2014,13.43353596,10.90176014,16.76185442,2025-04-10 15:44:11.957000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
6897379,MDG_0000000026,COUNTRY,ATG,YEAR,AMR,Americas,2012,30.4712542,18.92200824,45.1399084,2025-04-10 15:44:11.957000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
6898722,MDG_0000000026,COUNTRY,MEX,YEAR,AMR,Americas,2015,43.15535688,38.24209662,47.78123551,2025-04-10 15:44:11.957000+02:00,2015,2015-01-01 00:00:00+01:00,2015-12-31 00:00:00+01:00
6899851,MDG_0000000026,COUNTRY,AUS,YEAR,WPR,Western Pacific,2017,5.628509571,4.894007642,6.529227014,2025-04-07 06:46:44.380000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
6901948,MDG_0000000026,COUNTRY,NER,YEAR,AFR,Africa,1989,1010.287313,796.9286449,1266.287659,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
6903280,MDG_0000000026,COUNTRY,FRA,YEAR,EUR,Europe,2003,9.236964373,8.656415674,9.80570248,2025-04-07 06:46:44.380000+02:00,2003,2003-01-01 00:00:00+01:00,2003-12-31 00:00:00+01:00
6903503,MDG_0000000026,COUNTRY,CPV,YEAR,AFR,Africa,1988,345.7158232,228.3934791,532.1345806,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
6905625,MDG_0000000026,COUNTRY,ATG,YEAR,AMR,Americas,2000,37.06480608,24.94678041,52.63324944,2025-04-10 15:44:11.957000+02:00,2000,2000-01-01 00:00:00+01:00,2000-12-31 00:00:00+01:00
6907374,MDG_0000000026,COUNTRY,HRV,YEAR,EUR,Europe,1991,10.07711472,7.490419184,13.86054757,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
6908221,MDG_0000000026,COUNTRY,ROU,YEAR,EUR,Europe,2012,19.09190959,15.82720623,23.11309882,2025-04-10 15:44:11.957000+02:00,2012,2012-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
6908744,MDG_0000000026,COUNTRY,DEU,YEAR,EUR,Europe,1998,7.386813366,6.178813411,8.768392646,2025-04-07 06:46:44.380000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
6909239,MDG_0000000026,COUNTRY,AUS,YEAR,WPR,Western Pacific,2014,5.978974604,5.282909012,6.782818248,2025-04-07 06:46:44.380000+02:00,2014,2014-01-01 00:00:00+01:00,2014-12-31 00:00:00+01:00
6909322,MDG_0000000026,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,1988,1571.692582,953.0564208,2329.086089,2025-04-10 15:44:11.957000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
6909808,MDG_0000000026,COUNTRY,MMR,YEAR,SEAR,South-East Asia,2020,198.1986728,132.2948726,323.0210115,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
6910948,MDG_0000000026,COUNTRY,SLB,YEAR,WPR,Western Pacific,1985,209.2814217,130.8708682,334.4778022,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
6911584,MDG_0000000026,COUNTRY,GBR,YEAR,EUR,Europe,2008,11.09100705,10.54768133,11.64138725,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
6911763,MDG_0000000026,COUNTRY,GRD,YEAR,AMR,Americas,1994,54.68207271,39.73466099,74.18613997,2025-04-10 15:44:11.957000+02:00,1994,1994-01-01 00:00:00+01:00,1994-12-31 00:00:00+01:00
6912237,MDG_0000000026,COUNTRY,JAM,YEAR,AMR,Americas,1997,78.89111435,71.53408374,86.75336133,2025-04-10 15:44:11.957000+02:00,1997,1997-01-01 00:00:00+01:00,1997-12-31 00:00:00+01:00
6913551,MDG_0000000026,COUNTRY,VNM,YEAR,WPR,Western Pacific,2019,52.20333406,36.38019913,73.15806984,2025-04-10 15:44:11.957000+02:00,2019,2019-01-01 00:00:00+01:00,2019-12-31 00:00:00+01:00
6913899,MDG_0000000026,COUNTRY,MDG,YEAR,AFR,Africa,2008,510.3184735,412.4884373,626.5381306,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
6916308,MDG_0000000026,COUNTRY,NZL,YEAR,WPR,Western Pacific,2010,9.929188629,8.568062448,11.43108364,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
6918238,MDG_0000000026,COUNTRY,DZA,YEAR,AFR,Africa,1998,142.567098,103.8244999,195.6970863,2025-04-10 15:44:11.957000+02:00,1998,1998-01-01 00:00:00+01:00,1998-12-31 00:00:00+01:00
6919483,MDG_0000000026,COUNTRY,SLB,YEAR,WPR,Western Pacific,2011,147.0725357,88.64672694,242.129652,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
6919957,MDG_0000000026,COUNTRY,ISL,YEAR,EUR,Europe,1990,13.07372205,9.391599596,18.12443275,2025-04-10 15:44:11.957000+02:00,1990,1990-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
6920607,MDG_0000000026,COUNTRY,PRT,YEAR,EUR,Europe,1985,20.40314411,14.98064176,28.29256036,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
6920787,MDG_0000000026,COUNTRY,PRY,YEAR,AMR,Americas,1995,202.4800703,148.5545585,263.8463784,2025-04-10 15:44:11.957000+02:00,1995,1995-01-01 00:00:00+01:00,1995-12-31 00:00:00+01:00
6923372,MDG_0000000026,COUNTRY,KGZ,YEAR,EUR,Europe,1999,74.77628689,62.01191299,85.77792806,2025-04-10 15:44:11.957000+02:00,1999,1999-01-01 00:00:00+01:00,1999-12-31 00:00:00+01:00
6923669,MDG_0000000026,COUNTRY,VEN,YEAR,AMR,Americas,2005,92.5181732,78.13903673,109.6471525,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
6925782,MDG_0000000026,COUNTRY,GTM,YEAR,AMR,Americas,2008,133.3875375,127.6296825,139.0495213,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
6925997,MDG_0000000026,COUNTRY,KGZ,YEAR,EUR,Europe,1987,73.86537885,62.7848819,87.95751302,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
6926204,MDG_0000000026,COUNTRY,GRC,YEAR,EUR,Europe,2020,7.197333397,4.656625824,11.52334725,2025-04-10 15:44:11.957000+02:00,2020,2020-01-01 00:00:00+01:00,2020-12-31 00:00:00+01:00
6927332,MDG_0000000026,COUNTRY,GRC,YEAR,EUR,Europe,1988,7.402774906,5.816108186,9.6224713,2025-04-07 06:46:44.380000+02:00,1988,1988-01-01 00:00:00+01:00,1988-12-31 00:00:00+01:00
6927540,MDG_0000000026,COUNTRY,NOR,YEAR,EUR,Europe,2008,4.718167717,3.927000113,5.676090514,2025-04-07 06:46:44.380000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
6928297,MDG_0000000026,COUNTRY,NPL,YEAR,SEAR,South-East Asia,1996,583.5170286,454.2041063,737.2773382,2025-04-10 15:44:11.957000+02:00,1996,1996-01-01 00:00:00+01:00,1996-12-31 00:00:00+01:00
6928569,MDG_0000000026,COUNTRY,BDI,YEAR,AFR,Africa,2013,555.3503769,425.7436206,720.0228864,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
6930467,MDG_0000000026,COUNTRY,NLD,YEAR,EUR,Europe,2002,12.6849824,11.44676029,14.13002531,2025-04-10 15:44:11.957000+02:00,2002,2002-01-01 00:00:00+01:00,2002-12-31 00:00:00+01:00
6930965,MDG_0000000026,COUNTRY,BDI,YEAR,AFR,Africa,2023,391.9746806,251.3668851,611.1360407,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
6931079,MDG_0000000026,COUNTRY,SVK,YEAR,EUR,Europe,1993,13.67638342,10.53916826,17.9678022,2025-04-10 15:44:11.957000+02:00,1993,1993-01-01 00:00:00+01:00,1993-12-31 00:00:00+01:00
6931939,MDG_0000000026,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,2003,56.33591998,41.47936411,78.27168743,2025-04-10 15:44:11.957000+02:00,2003,2003-01-01 00:00:00+01:00,2003-12-31 00:00:00+01:00
6932675,MDG_0000000026,COUNTRY,SLV,YEAR,AMR,Americas,2017,43.87454062,35.02362289,55.69927171,2025-04-10 15:44:11.957000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
6935685,MDG_0000000026,COUNTRY,ZMB,YEAR,AFR,Africa,1992,580.9552357,457.1426001,734.9050823,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
6936702,MDG_0000000026,COUNTRY,AUT,YEAR,EUR,Europe,1992,10.47917098,8.513707607,13.21766491,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
6943063,MDG_0000000026,COUNTRY,BRN,YEAR,WPR,Western Pacific,2007,40.9144204,30.36867534,54.41686798,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
6944413,MDG_0000000026,COUNTRY,ZMB,YEAR,AFR,Africa,2010,331.6696964,264.2573523,417.9763136,2025-04-10 15:44:11.957000+02:00,2010,2010-01-01 00:00:00+01:00,2010-12-31 00:00:00+01:00
6947222,MDG_0000000026,COUNTRY,BLZ,YEAR,AMR,Americas,2023,66.80086902,39.49181624,111.303344,2025-04-10 15:44:11.957000+02:00,2023,2023-01-01 00:00:00+01:00,2023-12-31 00:00:00+01:00
6947833,MDG_0000000026,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,2011,104.972583,78.68988343,140.8505582,2025-04-10 15:44:11.957000+02:00,2011,2011-01-01 00:00:00+01:00,2011-12-31 00:00:00+01:00
6947872,MDG_0000000026,COUNTRY,JPN,YEAR,WPR,Western Pacific,1985,18.6544121,15.08392681,23.70528535,2025-04-10 15:44:11.957000+02:00,1985,1985-01-01 00:00:00+01:00,1985-12-31 00:00:00+01:00
6950716,MDG_0000000026,COUNTRY,BWA,YEAR,AFR,Africa,1992,262.8900307,178.2103757,389.6081965,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
6951409,MDG_0000000026,COUNTRY,BRB,YEAR,AMR,Americas,2013,39.66056124,24.79162601,55.47063962,2025-04-10 15:44:11.957000+02:00,2013,2013-01-01 00:00:00+01:00,2013-12-31 00:00:00+01:00
6952594,MDG_0000000026,COUNTRY,ISL,YEAR,EUR,Europe,2018,3.964647709,1.631686934,7.264143174,2025-04-07 06:46:44.380000+02:00,2018,2018-01-01 00:00:00+01:00,2018-12-31 00:00:00+01:00
6953296,MDG_0000000026,COUNTRY,UKR,YEAR,EUR,Europe,2015,17.28115029,14.33951276,21.08999136,2025-04-10 15:44:11.957000+02:00,2015,2015-01-01 00:00:00+01:00,2015-12-31 00:00:00+01:00
6954941,MDG_0000000026,COUNTRY,USA,YEAR,AMR,Americas,2005,13.35735147,12.95274318,13.76582626,2025-04-10 15:44:11.957000+02:00,2005,2005-01-01 00:00:00+01:00,2005-12-31 00:00:00+01:00
6956468,MDG_0000000026,COUNTRY,AZE,YEAR,EUR,Europe,2015,21.41092093,15.37088708,31.83882935,2025-04-10 15:44:11.957000+02:00,2015,2015-01-01 00:00:00+01:00,2015-12-31 00:00:00+01:00
6957350,MDG_0000000026,COUNTRY,DZA,YEAR,AFR,Africa,2016,78.69241,59.79521632,104.023224,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
6958001,MDG_0000000026,COUNTRY,NZL,YEAR,WPR,Western Pacific,1987,19.00851361,15.87166815,23.66334924,2025-04-10 15:44:11.957000+02:00,1987,1987-01-01 00:00:00+01:00,1987-12-31 00:00:00+01:00
6960519,MDG_0000000026,COUNTRY,SWE,YEAR,EUR,Europe,2017,4.536414567,3.792797037,5.843245791,2025-04-07 06:46:44.380000+02:00,2017,2017-01-01 00:00:00+01:00,2017-12-31 00:00:00+01:00
6960697,MDG_0000000026,COUNTRY,NOR,YEAR,EUR,Europe,1989,8.848022673,6.816833352,11.58940243,2025-04-10 15:44:11.957000+02:00,1989,1989-01-01 00:00:00+01:00,1989-12-31 00:00:00+01:00
6962338,MDG_0000000026,COUNTRY,SVN,YEAR,EUR,Europe,2001,6.376803055,5.319083566,7.676922797,2025-04-07 06:46:44.380000+02:00,2001,2001-01-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
6964146,MDG_0000000026,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,2004,10.72436582,7.567789901,15.00473692,2025-04-10 15:44:11.957000+02:00,2004,2004-01-01 00:00:00+01:00,2004-12-31 00:00:00+01:00
6964269,MDG_0000000026,COUNTRY,MDV,YEAR,SEAR,South-East Asia,1986,507.5266226,306.4085992,750.7343938,2025-04-10 15:44:11.957000+02:00,1986,1986-01-01 00:00:00+01:00,1986-12-31 00:00:00+01:00
6964659,MDG_0000000026,COUNTRY,ISR,YEAR,EUR,Europe,2003,5.30291465,4.512179028,6.164790899,2025-04-07 06:46:44.380000+02:00,2003,2003-01-01 00:00:00+01:00,2003-12-31 00:00:00+01:00
6965789,MDG_0000000026,COUNTRY,GRD,YEAR,AMR,Americas,2007,39.84306558,26.64611794,55.60801322,2025-04-10 15:44:11.957000+02:00,2007,2007-01-01 00:00:00+01:00,2007-12-31 00:00:00+01:00
6967240,MDG_0000000026,COUNTRY,DNK,YEAR,EUR,Europe,1994,11.87116537,10.48248681,13.65416109,2025-04-10 15:44:11.957000+02:00,1994,1994-01-01 00:00:00+01:00,1994-12-31 00:00:00+01:00
6967325,MDG_0000000026,COUNTRY,DEU,YEAR,EUR,Europe,2003,5.981987723,4.996083603,7.129388575,2025-04-07 06:46:44.380000+02:00,2003,2003-01-01 00:00:00+01:00,2003-12-31 00:00:00+01:00
6970112,MDG_0000000026,COUNTRY,JPN,YEAR,WPR,Western Pacific,1991,13.15742184,11.43791345,15.18484928,2025-04-10 15:44:11.957000+02:00,1991,1991-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
6971094,MDG_0000000026,COUNTRY,VEN,YEAR,AMR,Americas,2008,103.2631508,87.5358596,122.2943903,2025-04-10 15:44:11.957000+02:00,2008,2008-01-01 00:00:00+01:00,2008-12-31 00:00:00+01:00
6971819,MDG_0000000026,COUNTRY,BGR,YEAR,EUR,Europe,1992,25.28262232,21.10728204,30.79840103,2025-04-10 15:44:11.957000+02:00,1992,1992-01-01 00:00:00+01:00,1992-12-31 00:00:00+01:00
6973413,MDG_0000000026,COUNTRY,UGA,YEAR,AFR,Africa,2016,272.4576777,200.2338498,398.787434,2025-04-10 15:44:11.957000+02:00,2016,2016-01-01 00:00:00+01:00,2016-12-31 00:00:00+01:00
6973888,MDG_0000000026,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,2022,622.0243335,280.001691,1164.562166,2025-04-10 15:44:11.957000+02:00,2022,2022-01-01 00:00:00+01:00,2022-12-31 00:00:00+01:00
